2025_02_27_google_gemini-flash-1.5_maritime_prompt,count
Grāfs Cepelīns,1
gaisa kuģu,1
gaisa kuģu,1
hidroplāni,0
hidroplāns,1
kuģa,1
kuģi,4
kuģu,3
leduslauža,1
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnā,44
lidmašīnā,44
lidmašīnā,44
lidmašīnā,44
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
