2025_02_28_google_gemini-flash-1.5_air_prompt,count
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Dzenis,14
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Kalps,11
Labrīt,3
Labrīt,3
Labrīt,3
Labrīt,3
Labrīt,3
Laimas,2
Laimas,2
Merka,12
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Merkators,1
Pērkons,2
Pērkons,2
Pērkons,2
Pērkons,2
Reņģuciems,21
Reņģuciems,21
Reņģuciems,21
Reņģuciems,21
Svjatopolk,3
Svjatopolk,3
Svjatopolk,3
burinieks,3
burinieks,3
burinieks,3
burinieks,3
divmastnieks,3
divmastnieku,3
jūrskolas,19
kuģa,100
kuģga,5
kuģga,5
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģi,214
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģiem,29
kuģim,12
kuģim,12
kuģim,12
kuģim,12
kuģim,12
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģis,78
kuģu,79
kuģu,79
kuģu,79
kuģu,79
laiva,51
laiva,51
laiva,51
laiva,51
laiva,51
laiva,51
laiva,51
laiva,51
laiva,51
laiva,51
laiva,51
laiva,51
laiva,51
laivas,32
laivas,32
laiviņa,3
laiviņā,3
laiviņā,3
laivu,21
laivu,21
laivu,21
laivā,17
laivā,17
mašina,1
tors,1
trīsmastu kuģis,0
tvaikoni,27
tvaikoni,27
tvaikoni,27
tvaikoni,27
tvaikoni,27
tvaikoni,27
tvaikoni,27
tvaikoni,27
tvaikoni,27
tvaikoni,27
tvaikoni,27
tvaikoni,27
tvaikoni,27
tvaikoni,27
tvaikonis,13
tvaikonis,13
tvaikonis,13
tvaikonis,13
tvaikonis,13
tvaikonis,13
tvaikonis,13
tvaikonis,13
tvaikonis,13
tvaikonis,13
tvaikonis,13
tvaikonis,13
tvaikonis,13
tvaikonītis,1
tvaikonīši,2
tvaikonīši,2
tvaikonīši,2
tvaikonīši,2
tvaikonīši,2
tvaikonīši,2
tvaikonīši,2
tvaikonīši,2
tvaikonīši,2
tvaikoņa,41
tvaikoņa,41
tvaikoņa,41
tvaikoņa,41
tvaikoņi,11
tvaikoņi,11
tvaikoņi,11
tvaikoņi,11
tvaikoņi,11
tvaikoņi,11
tvaikoņi,11
tvaikoņi,11
tvaikoņi,11
tvaikoņi,11
tvaikoņi,11
tvaikoņi,11
tvaikoņi,11
tvaikoņi,11
tvaikoņi,11
tvaikoņi,11
tvaikoņiem,3
vienmastnieka,1
vienmastnieka,1
