2025_02_28_google_gemini-flash-1.5_air_prompt,count
aiz muguras,12
kamanas,13
kamanas,13
kamanas,13
kamanas,13
kamanas,13
kamanas,13
kamanas,13
kamanas,13
kamanas,13
kamanas,13
kamanas,13
kamanas,13
kamanas,13
kamanas,13
kamanu,6
kamanu,6
kamanu,6
kamanu,6
kamanu,6
kamanu,6
kamanām,19
kamanām,19
kamanām,19
kamanām,19
kamanām,19
kamanām,19
kamanām,19
kamanām,19
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
kamanās,15
lidēja pa pusgaisu,0
melniš,0
pajūga,3
pajūga,3
pajūgi,2
pajūgi,2
pajūgiem,0
pajūgos,1
pajūgs,1
pajūgus,3
pajūgus,3
pajūgā,0
ragavas,1
ragavas,1
ragavās,1
ātrā skrējienā,0
