2025_02_28_google_gemini-flash-1.5_air_prompt,count
gaisa kuģu,1
hidroplāni,0
hidroplāns,1
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīna,207
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnas,123
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnu,105
lidmašīnā,44
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidmašīnām,17
lidojumā,16
