2025_02_28_google_gemini-flash-1.5_air_prompt,count
jātnieku eskadroni,0
jātnieku eskadroni,0
jātnieku eskadrons,0
jātnieku eskadrons,0
jātnieku grupu,1
jātnieku grupu,1
jātnieku grupu,1
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļa,8
jātnieku nodaļas,3
jātnieku nodaļas,3
jātnieku nodaļu,2
jātnieku nodaļu,2
jātnieku nodaļu,2
jātnieku nodaļu,2
jātnieku nodaļu,2
jātnieku nodaļu,2
jātnieku patrulās,0
jātnieku patrulās,0
jātnieku patruļas,1
jātnieku patruļas,1
jātnieku patruļas,1
jātnieku patruļas,1
jātnieku pulks,1
jātnieku pulks,1
jātnieku pulks,1
jātnieku pulks,1
jātnieku pulku,0
kara pulki,5
kara pulki,5
kara pulkus,1
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivas,17
laivu,5
laivu,5
liellaiva,6
liellaivas,5
liellaivas,5
liellaivas,5
liellaivas,5
liellaivas,5
liellaivas,5
liellaivas,5
liellaivas,5
liellaivas,5
liellaivas,5
liellaivas,5
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgas,20
strūgu,20
