2025_02_28_google_gemini-flash-1.5_air_prompt,count
aeroplāns,2
automobil,11
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
automobilis,3
